fecha_o_bloque,producto_id_temporal,codigo,descripcion,tipo_movimiento,cantidad,hoja_origen,fila_origen,columna_origen
Diciembre TOTAL,H4-R247,ANI-CGG-STD-F,ANILLOS DE FT150 ESTANDAR 2008 PISTON ALTO,entrada,5,Hoja 4,247,U
Diciembre TOTAL,H4-R250,ANI-006-IR,ANILLOS DE DM125,entrada,2,Hoja 4,250,U
Diciembre TOTAL,H4-R251,ANI-DM-STD-F,ANILLOS DE FT150 Y 150Z  DM150 ESTANDAR 2009-2010,entrada,2,Hoja 4,251,U
Diciembre TOTAL,H4-R252,ANI-DM-STD-IR,ANILLOS DE FT150 Y 150Z  DM150 ESTANDAR 2009-2010,entrada,3,Hoja 4,252,U
Diciembre TOTAL,H4-R253,ANI-001,ANILLOS DE FT180 FT200 DM200 DT200 TC200,entrada,5,Hoja 4,253,U
Diciembre TOTAL,H4-R255,ANI-FT250-F,ANILLOS DE FT250 Y TC-250 Y 250-SZ,entrada,3,Hoja 4,255,U
Diciembre TOTAL,H4-R257,ANI-FZ16-STD-IR,ANILLOS DE FZ16,entrada,4,Hoja 4,257,U
Diciembre TOTAL,H4-R258,29-7830,ANILLOS DE GONDA CB250,entrada,5,Hoja 4,258,U
Diciembre TOTAL,H4-R259,REM2159,ANILLOS DE GTS 175 ESTANDAR,entrada,1,Hoja 4,259,U
Diciembre TOTAL,H4-R261,ANI-GTS-STD-F/STD-IR,ANILLOS DE GTS 175 ESTANDAR,entrada,4,Hoja 4,261,U
Diciembre TOTAL,H4-R262,29-5350 / 29-5350-001,ANILLOS DE ST70,entrada,7,Hoja 4,262,U
Diciembre TOTAL,H4-R263,ANI-007   ANI-003-F,ANILLOS DE YBR125,entrada,4,Hoja 4,263,U
Diciembre TOTAL,H4-R264,A14703,ANTICONGELANTE BARDAL CONCENTADO DE GARRAFA,entrada,4,Hoja 4,264,U
Diciembre 16,H4-R265,A14701,ANTICONGELANTE BARDAL CONCENTRADO LITRO,salida,2,Hoja 4,265,H
Diciembre TOTAL,H4-R265,A14701,ANTICONGELANTE BARDAL CONCENTRADO LITRO,entrada,13,Hoja 4,265,U
Diciembre 16,H4-R266,,ANTICONGELANTE BARDAL DE LITRO CLIMATIZADO,entrada,2,Hoja 4,266,G
Diciembre TOTAL,H4-R266,,ANTICONGELANTE BARDAL DE LITRO CLIMATIZADO,entrada,18,Hoja 4,266,U
Diciembre 16,H4-R267,7509064-14711 COLANT,ANTICONGELANTE BARDAL DE LITRO COLAN,salida,2,Hoja 4,267,H
Diciembre 19,H4-R267,7509064-14711 COLANT,ANTICONGELANTE BARDAL DE LITRO COLAN,salida,8,Hoja 4,267,N
Diciembre TOTAL,H4-R267,7509064-14711 COLANT,ANTICONGELANTE BARDAL DE LITRO COLAN,entrada,4,Hoja 4,267,U
Diciembre 16,H4-R268,7543037-14713- COLANT,ANTICONGELANTE BARDAL GARRAFA COLAN,salida,3,Hoja 4,268,H
Diciembre 18,H4-R268,7543037-14713- COLANT,ANTICONGELANTE BARDAL GARRAFA COLAN,salida,2,Hoja 4,268,L
Diciembre 19,H4-R268,7543037-14713- COLANT,ANTICONGELANTE BARDAL GARRAFA COLAN,salida,5,Hoja 4,268,N
Diciembre 20,H4-R268,7543037-14713- COLANT,ANTICONGELANTE BARDAL GARRAFA COLAN,salida,1,Hoja 4,268,P
Diciembre TOTAL,H4-R271,PT55200007 PTI6031,ANTICONGELANTE ROSFRANS DE LITRO CONCENTRADO AZUL,entrada,14,Hoja 4,271,U
Diciembre TOTAL,H4-R272,,ANTICONGELANTE FRESCAR DE GARRAFON,entrada,2,Hoja 4,272,U
Diciembre 16,H4-R273,7509163 14763,ANTICONGELANTE ROJO 50/50 DE LITRO,salida,2,Hoja 4,273,H
Diciembre 22,H4-R273,7509163 14763,ANTICONGELANTE ROJO 50/50 DE LITRO,salida,1,Hoja 4,273,T
Diciembre TOTAL,H4-R273,7509163 14763,ANTICONGELANTE ROJO 50/50 DE LITRO,entrada,19,Hoja 4,273,U
Diciembre TOTAL,H4-R274,7509170 14783,ANTICONGELANTE ROJO 50/50 GARRAFA,entrada,4,Hoja 4,274,U
Diciembre TOTAL,H4-R275,87543556 14733,ANTICONGELANTE ROSA DE GARRAFA 4 LITROS,entrada,2,Hoja 4,275,U
Diciembre TOTAL,H4-R276,A14731,ANTICONGELANTE ROSA DE LITRO INTELIGENTE,entrada,7,Hoja 4,276,U
Diciembre TOTAL,H4-R277,,ANTICONGELANTE DELTE DE GARRAFA,entrada,3,Hoja 4,277,U
Diciembre TOTAL,H4-R278,TMA-001,ANTIFAS DE MOTONETA DS O CUBIERTA DE MANUBLEO,entrada,3,Hoja 4,278,U
Diciembre TOTAL,H4-R280,8120A-FALK-200,APOLLA BRAZO TRACERO DERECHO DE FALK-200,entrada,1,Hoja 4,280,U
Diciembre TOTAL,H4-R281,REM3775,APOLLA BRAZO DERECHO DE 250Z CUERNO,entrada,2,Hoja 4,281,U
Diciembre TOTAL,H4-R282,REM3776,APOLLA BRAZO IZQUIRDO DE 250Z CUERNO,entrada,2,Hoja 4,282,U
Diciembre 17,H4-R283,REM128 A128,ARANDELA DE RUEDA DE CG,salida,1,Hoja 4,283,J
Diciembre 18,H4-R283,REM128 A128,ARANDELA DE RUEDA DE CG,salida,1,Hoja 4,283,L
Diciembre TOTAL,H4-R283,REM128 A128,ARANDELA DE RUEDA DE CG,entrada,19,Hoja 4,283,U
Diciembre TOTAL,H4-R284,ARA-1534-0050,ARAÑA DE VELOCIMETRO VTO SCREAMER SPORTIVA,entrada,2,Hoja 4,284,U
Diciembre TOTAL,H4-R285,ARA-1534-0049,ARAÑA DE VELOCIMETRO VTO STORM 250,entrada,1,Hoja 4,285,U
Diciembre TOTAL,H4-R286,ARA-1534-0047,ARAÑA DE VELOCIMETRO VTO RYDER 4.0,entrada,2,Hoja 4,286,U
Diciembre TOTAL,H4-R287,ARA-1534-0045,"ARAÑA DE VELOCIM,ETRO VTO LITHIUM 4.0",entrada,2,Hoja 4,287,U
Diciembre TOTAL,H4-R288,ARA-1534-0043,ARAÑA DE VELOCIMETRO VTO CYCLONE 200,entrada,1,Hoja 4,288,U
Diciembre TOTAL,H4-R289,ARA-1534-0042,ARAÑA DE VELOCIMETRO VTO XPRESS 150/170,entrada,2,Hoja 4,289,U
Diciembre TOTAL,H4-R290,EVE-030,ARAÑA DE VELOCIMETRO VTO CROSSMAX-200 CROSSMAX-170,entrada,3,Hoja 4,290,U
Diciembre TOTAL,H4-R291,ARA-1534-0041,ARAÑA DE VELOCIMETRO VTO CROSSMAX 250,entrada,2,Hoja 4,291,U
Diciembre TOTAL,H4-R292,EVE-023,ARAÑA DE VELOCIMETRO AT110 Y ARGENTA 110,entrada,2,Hoja 4,292,U
Diciembre TOTAL,H4-R293,ENG-103,ARAÑA DE VELOCIMETRO AT110SPORT GT110,entrada,2,Hoja 4,293,U
Diciembre TOTAL,H4-R294,ENG-115  EVE-014,ARAÑA DE VELOCIMETRO 125Z Y RT200,entrada,3,Hoja 4,294,U
Diciembre TOTAL,H4-R295,REM3375,ARAÑA DE VELOCIMETRO DE 250Z Y VORTEX300,entrada,3,Hoja 4,295,U
Diciembre TOTAL,H4-R297,ENG-004             EVE-018,ARAÑA DE VELOCIMETRO DE FT125,entrada,5,Hoja 4,297,U
Diciembre TOTAL,H4-R298,67-063,ENGRANE DE VELOCIMETRO DE CARGO 150,entrada,2,Hoja 4,298,U
Diciembre TOTAL,H4-R299,ENG-005             EVE-019,ARAÑA DE VELOCIMETRO DE FT150,entrada,1,Hoja 4,299,U
Diciembre TOTAL,H4-R300,ENG-006             ENG-108,ARAÑA DE VELOCIMETRO DE RC150,entrada,2,Hoja 4,300,U
Diciembre TOTAL,H4-R301,EVE-026,ARAÑA DE VELOCIMETRO DE VENTO NITROX-200,entrada,3,Hoja 4,301,U
Diciembre TOTAL,H4-R302,BAL7-134,ARAÑA DE VELOCIMETRO DE X125 D125 D150LT,entrada,1,Hoja 4,302,U
Diciembre TOTAL,H4-R303,ENG-117       EVE-016,ARAÑA DE VELOCIMETRO DE DM200,entrada,4,Hoja 4,303,U
Diciembre TOTAL,H4-R305,ENG-107        EVE-021,ARAÑA DE VELOCIMETRO DE YBR 125,entrada,4,Hoja 4,305,U
Diciembre TOTAL,H4-R306,ENG-109      EVE-002,ARAÑA DE VELOCIMETRO DE DM125,entrada,2,Hoja 4,306,U
Diciembre TOTAL,H4-R307,ENG-110  EVE-012,ARAÑA DE VELOCIMETRO DE TRN-150 TRN175,entrada,2,Hoja 4,307,U
Diciembre TOTAL,H4-R308,ENG-116         EVE-015,ARAÑA DE VELOCIMETRO DE DM150,entrada,3,Hoja 4,308,U
Diciembre TOTAL,H4-R309,A354,ARAÑA DE VELOCIMETRO DE MOTONETA DS 150,entrada,2,Hoja 4,309,U
Diciembre 16,H4-R310,ENG-017  EVE-020,ARAÑA DE VELOCIMETRO DE MOTONETA DS 150,entrada,2,Hoja 4,310,G
Diciembre TOTAL,H4-R310,ENG-017  EVE-020,ARAÑA DE VELOCIMETRO DE MOTONETA DS 150,entrada,4,Hoja 4,310,U
Diciembre TOTAL,H4-R311,ENG-101    EVE-008,ARAÑA DE VELOCIMETRO DE VITALIA 125,entrada,2,Hoja 4,311,U
Diciembre TOTAL,H4-R312,EVE-006,ARAÑA DE VELOCIMETRO DE TC200,entrada,2,Hoja 4,312,U
Diciembre 21,H4-R313,EVE-007,ARAÑA DE VELOCIMETRO DE RT180,salida,1,Hoja 4,313,R
Diciembre TOTAL,H4-R313,EVE-007,ARAÑA DE VELOCIMETRO DE RT180,entrada,1,Hoja 4,313,U
Diciembre 16,H4-R314,ENG-119   EVE-017,ARAÑA DE VELOCIMETRO DE WS150 WS175,entrada,2,Hoja 4,314,G
Diciembre TOTAL,H4-R314,ENG-119   EVE-017,ARAÑA DE VELOCIMETRO DE WS150 WS175,entrada,4,Hoja 4,314,U
Diciembre TOTAL,H4-R315,REM2154,ARAÑA DE VELOCIMETRO DE WS150 S.P.,entrada,2,Hoja 4,315,U
Diciembre TOTAL,H4-R316,ARB-2105-0301,ARBOL DE LEVAS DE VTO LITHIUM XPRESS RYDER CYCLONE,entrada,2,Hoja 4,316,U
Diciembre TOTAL,H4-R317,ARB-021,ARBOL DE LEVAS DE ROCKETMAN 250,entrada,1,Hoja 4,317,U
Diciembre TOTAL,H4-R318,ARB-023,ARBOL DE LEVAS DE DM-300,entrada,1,Hoja 4,318,U
Diciembre TOTAL,H4-R319,ARB-024,ARBOL DE LEVAS DE NITROX-300,entrada,1,Hoja 4,319,U
Diciembre TOTAL,H4-R320,P005370,ARBOL DE LEVAS DE VENTO NITROX250,entrada,1,Hoja 4,320,U
Diciembre TOTAL,H4-R321,AA101666,ARBOL DE LEVAS DE TRIMOTO BAJAJ,entrada,1,Hoja 4,321,U
Diciembre TOTAL,H4-R322,21-5220,ARBOL DE LEVAS DE CROSSMAX250,entrada,1,Hoja 4,322,U
Diciembre TOTAL,H4-R323,21-7301,ARBOL DE LEVAS DE CROSSMAX250,entrada,1,Hoja 4,323,U
Diciembre TOTAL,H4-R324,ARB-019,ARBOL DE LEVAS DE VORTX-200,entrada,3,Hoja 4,324,U
Diciembre TOTAL,H4-R325,ARB-018,ARBOL DE LEVAS V-200,entrada,3,Hoja 4,325,U
Diciembre TOTAL,H4-R326,ARB-015,ARBOL DE LEVAS DE 125-FL,entrada,2,Hoja 4,326,U
Diciembre TOTAL,H4-R327,REM3701,ARBOL DE LEVAS DE BOXER-150  DISCOVER 125 ST Y M,entrada,4,Hoja 4,327,U
Diciembre TOTAL,H4-R329,REM2753,ARBOL DE LEVAS 250Z Y 170Z,entrada,1,Hoja 4,329,U
Diciembre 16,H4-R330,ARB-007,ARBOL DE LEVAS 250Z Y 170Z,salida,1,Hoja 4,330,H
Diciembre 18,H4-R330,ARB-007,ARBOL DE LEVAS 250Z Y 170Z,salida,1,Hoja 4,330,L
Diciembre TOTAL,H4-R330,ARB-007,ARBOL DE LEVAS 250Z Y 170Z,entrada,1,Hoja 4,330,U
Diciembre TOTAL,H4-R331,ARB-002,ARBOL DE LEVAS CARGO 125,entrada,2,Hoja 4,331,U
Diciembre TOTAL,H4-R332,ARB-025,ARBOL DE LEVAS DE NAVI-110,entrada,1,Hoja 4,332,U
Diciembre TOTAL,H4-R333,189RPE,ARBOL DE LEVAS DE AT110,entrada,4,Hoja 4,333,U
Diciembre TOTAL,H4-R334,ARB-SAE-01,ARBOL DE LEVAS DE AT110,entrada,1,Hoja 4,334,U
Diciembre 20,H4-R335,ARB-008,ARBOL DE LEVAS DE CARGO 150,salida,1,Hoja 4,335,P
Diciembre TOTAL,H4-R336,ARB-006,ARBOL DE LEVAS DE CARGO GL150,entrada,3,Hoja 4,336,U
Diciembre 16,H4-R337,ARB-CGM-01,ARBOL DE LEVAS DE CG150 Y FT125,entrada,4,Hoja 4,337,G
Diciembre TOTAL,H4-R337,ARB-CGM-01,ARBOL DE LEVAS DE CG150 Y FT125,entrada,8,Hoja 4,337,U
Diciembre TOTAL,H4-R338,21-5122,ARBOL DE LEVAS DE FT110,entrada,1,Hoja 4,338,U
Diciembre TOTAL,H4-R339,WP0123,ARBOL DE LEVAS DE FT125 Y150,entrada,3,Hoja 4,339,U
Diciembre TOTAL,H4-R340,ARB-MT0200,ARBOL DE LEVAS DE FT125 Y150,entrada,1,Hoja 4,340,U
Diciembre TOTAL,H4-R341,ARB8-004,ARBOL DE LEVAS DE FT125 Y150,entrada,1,Hoja 4,341,U
Diciembre TOTAL,H4-R342,REM64 A64,ARBOL DE LEVAS DE FT125 Y150,entrada,9,Hoja 4,342,U
Diciembre TOTAL,H4-R343,191RPE,ARBOL DE LEVAS DE HONDA CARGO TITAN,entrada,1,Hoja 4,343,U
Diciembre TOTAL,H4-R344,21-2275,ARBOL DE LEVAS DE HONDA 150 GL,entrada,1,Hoja 4,344,U
Diciembre TOTAL,H4-R345,ARB-017,ARBOL DE LEVAS DE ATV 180 TERRA 150 Y  HOT ROD-150,entrada,3,Hoja 4,345,U
Diciembre TOTAL,H4-R346,ARB-020,ARBOL DE LEVAS DE TERRA 150 Y HOT-ROD-150,entrada,1,Hoja 4,346,U
Diciembre TOTAL,H4-R348,ARB-GYM-02,ARBOL DE LEVAS DE MOTONETA  DS150,entrada,4,Hoja 4,348,U
Diciembre TOTAL,H4-R349,REM85  A85,ARBOL DE LEVAS DE MOTONETA DS150,entrada,2,Hoja 4,349,U
Diciembre TOTAL,H4-R350,14100-VTO-300,ARBOL DE LEVAS DE VENTO-300,entrada,1,Hoja 4,350,U
Diciembre TOTAL,H4-R351,REM4380,ARBOL DE LEVAS DE VORT-X 250,entrada,2,Hoja 4,351,U
Diciembre TOTAL,H4-R352,REM4387,ARBOL DE LEVAS DE VORT-X 300,entrada,2,Hoja 4,352,U
Diciembre TOTAL,H4-R353,ARB-022,ARBOL DE LEVAS DE VORT-X 300,entrada,1,Hoja 4,353,U
Diciembre TOTAL,H4-R354,,ARBOL DE LEVAS DE PULSAR NS200 DOBLE RANURA,entrada,1,Hoja 4,354,U
Diciembre TOTAL,H4-R356,1183,ARBOL DE LEVAS DE PULSAR NS200 UNA RANURA,entrada,1,Hoja 4,356,U
Diciembre TOTAL,H4-R358,JF511228,ARBOL DE LEVAS DE PULSAR NS200 CARBURADO,entrada,1,Hoja 4,358,U
Diciembre TOTAL,H4-R360,73-975,ARBOL DE LEVAS DE FZ16 2.0,entrada,1,Hoja 4,360,U
Diciembre TOTAL,H4-R361,21-1204-001,ARBOL DE LEVAS FZ16,entrada,4,Hoja 4,361,U
Diciembre TOTAL,H4-R362,ARB-001,ARBOL DE LEVAS ST70  ST90  DT90,entrada,2,Hoja 4,362,U
Diciembre TOTAL,H4-R363,21-5087,ARBOL DE LEVAS ST 70 ST90,entrada,2,Hoja 4,363,U
Diciembre TOTAL,H4-R364,MTC511,ARBOL DE LEVAS SUZUKI EN 125,entrada,1,Hoja 4,364,U
Diciembre TOTAL,H4-R365,REM2549,ARBOL DE LEVAS SUZUKI EN 125,entrada,2,Hoja 4,365,U
Diciembre TOTAL,H4-R366,21-1203,ARBOL DE LEVAS YBR125 EXPRESS,entrada,1,Hoja 4,366,U
Diciembre TOTAL,H4-R367,REM1247,ARBOL DE LEVAS YBR125,entrada,6,Hoja 4,367,U
Diciembre TOTAL,H4-R368,ARB-005,ARBOL DE LEVAS YBR125,entrada,3,Hoja 4,368,U
Diciembre TOTAL,H4-R369,BAF-1301-602,ARNES PRINCIPAL CON ALARMA Y USB WORKMAN 150,entrada,3,Hoja 4,369,U
Diciembre TOTAL,H4-R370,ARB-1534-0610,ARNES DE VELOCIMETRO LITHIUM 4.0,entrada,1,Hoja 4,370,U
Diciembre TOTAL,H4-R371,32100-Falk-200,ARNES COMPLETO DE FALK-200,entrada,1,Hoja 4,371,U
Diciembre TOTAL,H4-R372,ARN-3201-0362,ARNES COMPLETO DE VTO SCREAMER SPORTIVA 250,entrada,1,Hoja 4,372,U
Diciembre 22,H4-R373,AS1063,ARNES H4,salida,1,Hoja 4,373,T
Diciembre TOTAL,H4-R373,AS1063,ARNES H4,entrada,12,Hoja 4,373,U
Diciembre TOTAL,H4-R374,ARN-101,ARNES COMPLETO DE VN WORKMAN-250,entrada,1,Hoja 4,374,U
Diciembre TOTAL,H4-R376,ARN-3201-0321,ARNES COMPLETO DE CYCLONE 200,entrada,1,Hoja 4,376,U
Diciembre TOTAL,H4-R377,ARN-074,ARNES COMPLETO DE 125FL,entrada,1,Hoja 4,377,U
Diciembre TOTAL,H4-R378,ARN-082,ARNES COMPLETO D-125LT,entrada,2,Hoja 4,378,U
Diciembre TOTAL,H4-R380,ARN-048,ARNES COMPLETO 150-SZ,entrada,2,Hoja 4,380,U
Diciembre TOTAL,H4-R381,ARN-047,ARNES COMPLETO 170Z,entrada,1,Hoja 4,381,U
Diciembre TOTAL,H4-R382,CORPARN-170,ARNES COMPLETO DE 200Z,entrada,2,Hoja 4,382,U
Diciembre TOTAL,H4-R383,ARN-099,ARNES COMPLETO DE 280-Z,entrada,1,Hoja 4,383,U
Diciembre TOTAL,H4-R384,ARN-067,ARNES COMPLETO AT125,entrada,1,Hoja 4,384,U
Diciembre TOTAL,H4-R385,ARN-036,ARNES COMPLETO AT110 DE LETS,entrada,1,Hoja 4,385,U
Diciembre TOTAL,H4-R387,ARN-052,ARNES COMPLETO ATV-250,entrada,1,Hoja 4,387,U
Diciembre 20,H4-R390,ARN-042,ARNES COMPLETO DE 250S-Z 250Z,salida,1,Hoja 4,390,P
Diciembre TOTAL,H4-R390,ARN-042,ARNES COMPLETO DE 250S-Z 250Z,entrada,1,Hoja 4,390,U
Diciembre TOTAL,H4-R391,ARN-004,ARNES COMPLETO DE 90,entrada,7,Hoja 4,391,U
Diciembre TOTAL,H4-R392,ARN-068,ARNES COMPLETO DE DM125,entrada,1,Hoja 4,392,U
Diciembre TOTAL,H4-R393,ARN-075,ARNES COMPLETO DE DM150SP,entrada,1,Hoja 4,393,U
Diciembre TOTAL,H4-R394,ARN-034,ARNES COMPLETO DE DM150,entrada,3,Hoja 4,394,U
Diciembre TOTAL,H4-R395,ARN-040,ARNES COMPLETO DE DM200,entrada,1,Hoja 4,395,U
Diciembre TOTAL,H4-R396,ARN-070,ARNES COMPLETO DE DM-250,entrada,2,Hoja 4,396,U
Diciembre TOTAL,H4-R397,ARN-098,ARNES COMPLETO DE DM300,entrada,1,Hoja 4,397,U
Diciembre TOTAL,H4-R398,ARN-061,ARNES COMPLETO DE RC150 GT,entrada,2,Hoja 4,398,U
Diciembre 16,H4-R401,ARN-005,ARNES COMPLETO DE FT 150 DT150 FT150GTS,entrada,1,Hoja 4,401,G
Diciembre 17,H4-R401,ARN-005,ARNES COMPLETO DE FT 150 DT150 FT150GTS,salida,1,Hoja 4,401,J
Diciembre TOTAL,H4-R401,ARN-005,ARNES COMPLETO DE FT 150 DT150 FT150GTS,entrada,1,Hoja 4,401,U
Diciembre TOTAL,H4-R402,ARN-018,ARNES COMPLETO DE FT110,entrada,1,Hoja 4,402,U
Diciembre TOTAL,H4-R403,ARN-MT0125,ARNES COMPLETO DE FT125,entrada,1,Hoja 4,403,U
Diciembre TOTAL,H4-R404,ARN-001,ARNES COMPLETO DE FT125,entrada,3,Hoja 4,404,U
Diciembre TOTAL,H4-R405,ARN-044,ARNES COMPLETO DE FT125 DT125 FT125TS,entrada,2,Hoja 4,405,U
Diciembre TOTAL,H4-R406,ARN-073,ARNES COMPLETO DE DT150SP,entrada,1,Hoja 4,406,U
Diciembre TOTAL,H4-R407,ARN-035,ARNES COMPLETO DE DT150 DT125 FT150S,entrada,1,Hoja 4,407,U
Diciembre TOTAL,H4-R408,ARN-080,ARNES COMPLETO PARA FT150TS,entrada,1,Hoja 4,408,U
Diciembre TOTAL,H4-R409,ARN-076,ARNES COMPLETO DE FT150GTS,entrada,1,Hoja 4,409,U
Diciembre TOTAL,H4-R410,ARN-MT0150,ARNES COMPLETO DE FT150,entrada,1,Hoja 4,410,U
Diciembre TOTAL,H4-R411,REM845,ARNES COMPLETO DE FT150,entrada,1,Hoja 4,411,U
Diciembre TOTAL,H4-R412,465RHF,ARNES COMPLETO DE MOTOCARRO,entrada,1,Hoja 4,412,U
Diciembre TOTAL,H4-R413,569RHF,ARNES COMPLETO DE MOTOCARRO DAZON,entrada,1,Hoja 4,413,U
Diciembre TOTAL,H4-R414,ARN-014,ARNES COMPLETO DE GS150 CON LETS,entrada,2,Hoja 4,414,U
Diciembre TOTAL,H4-R416,REM1550,ARNES COMPLETO DE MOTONETA 150,entrada,2,Hoja 4,416,U
Diciembre TOTAL,H4-R418,WP0489,ARNES COMPLETO DE BIT,entrada,2,Hoja 4,418,U
Diciembre TOTAL,H4-R419,ARN-038,ARNES COMPLETO DE VITALIA 125,entrada,1,Hoja 4,419,U
Diciembre TOTAL,H4-R420,REM3653,ARNES COMPLETO DE VITALIA 125,entrada,2,Hoja 4,420,U
Diciembre TOTAL,H4-R422,A1150,ARNES COMPLETO DE WS150,entrada,1,Hoja 4,422,U
Diciembre TOTAL,H4-R423,ARN-010,ARNES COMPLETO DE WS150 Y WS175,entrada,1,Hoja 4,423,U
Diciembre TOTAL,H4-R424,ARN-M00150,ARNES COMPLETO DS150 2009-2011,entrada,1,Hoja 4,424,U
Diciembre TOTAL,H4-R425,ARN-087,ARNES COMPLETO DE VENTO WORKMAN-150,entrada,1,Hoja 4,425,U
Diciembre TOTAL,H4-R426,ARN-3201-0370,ARNES COMPLETO DE VENTO WORKMAN-150,entrada,2,Hoja 4,426,U
Diciembre TOTAL,H4-R427,ARN-3201-0315,ARNES COMPLETO DE VENTO RYDER 4.0,entrada,1,Hoja 4,427,U
Diciembre TOTAL,H4-R428,ARN-086,ARNES COMPLETO DE VENTO RYDER 3.0 150,entrada,1,Hoja 4,428,U
Diciembre TOTAL,H4-R429,ARN-085,ARNES COMPLETO DE VENTO FALKON-250,entrada,1,Hoja 4,429,U
Diciembre TOTAL,H4-R430,ARN-091,ARNES COMPLETO DE RYDER 5.0-190,entrada,1,Hoja 4,430,U
Diciembre TOTAL,H4-R431,ARN-092,ARNES COMPLETO DE ATOM-170,entrada,1,Hoja 4,431,U
Diciembre TOTAL,H4-R432,ARN-093,ARNES COMPLETO DE AXUX-170,entrada,1,Hoja 4,432,U
Diciembre TOTAL,H4-R433,ARN-094,ARNES COMPLETO DE VENTO CROSSMAX-250,entrada,1,Hoja 4,433,U
Diciembre TOTAL,H4-R434,ARN-095,ARNES COMPLETO DE VENTO NITROX-300  Y  NITROX-250,entrada,1,Hoja 4,434,U
Diciembre TOTAL,H4-R435,ARN-096,ARNES COMPLETO DE VENTO ALPINA-300,entrada,1,Hoja 4,435,U
Diciembre TOTAL,H4-R436,ARN-3201-0312,ARNES COMPLETO DE VENTO LITHIUM 4.0,entrada,1,Hoja 4,436,U
Diciembre TOTAL,H4-R437,ARN-097,ARNES COMPLETO DE VENTO OVNI-170,entrada,1,Hoja 4,437,U
Diciembre TOTAL,H4-R438,ARN-3201-0301,ARNES COMPLETO DE VENTO XPRESS-150 Y ECLPSE 150,entrada,1,Hoja 4,438,U
Diciembre TOTAL,H4-R439,ARN-088,ARNES COMPLETO DE VENTO XPRESS-150 Y ECLPSE 150,entrada,1,Hoja 4,439,U
Diciembre TOTAL,H4-R440,ARN-084,ARNES COMPLETO DE VENTO CYCLONE -150,entrada,1,Hoja 4,440,U
Diciembre TOTAL,H4-R442,ARN-060,ARNES COMPLETO PARA FT250TS,entrada,1,Hoja 4,442,U
Diciembre TOTAL,H4-R443,ARN-063,ARNES COMPLETO DE RT200,entrada,1,Hoja 4,443,U
Diciembre TOTAL,H4-R444,ARN-003,ARNES COMPLETO EX 200 y RT200,entrada,1,Hoja 4,444,U
Diciembre TOTAL,H4-R445,ARN-046,ARNES COMPLETO FT115,entrada,1,Hoja 4,445,U
Diciembre TOTAL,H4-R446,CORPARN-251,ARNES COMPLETO VORT-X 250,entrada,1,Hoja 4,446,U
Diciembre TOTAL,H4-R447,CORPARN-254,ARNES COMPLETO DE VORT-X200,entrada,1,Hoja 4,447,U
Diciembre TOTAL,H4-R448,ARN-002,ARNES COMPLETO PARA  AT110   GALAXIX,entrada,1,Hoja 4,448,U
Diciembre TOTAL,H4-R449,REM2451,ARNES DE 4 PUNTAS PARA REGULADOR DE DS150,entrada,8,Hoja 4,449,U
Diciembre TOTAL,H4-R450,,ARNES DE 2 PATAS DE FLASCER,entrada,5,Hoja 4,450,U
Diciembre TOTAL,H4-R451,387RXF-CON,ARNES DE 5 PUNTAS DE CDI FT110,entrada,3,Hoja 4,451,U
Diciembre TOTAL,H4-R452,391RXF  ARN-0044 ARNCDIDS,ARNES DE 6 PUNTAS DE CDI DE DS150,entrada,28,Hoja 4,452,U
Diciembre TOTAL,H4-R453,388RXF  ARN-0043,ARNES DE 6 PUNTAS DE CDI FT125,entrada,6,Hoja 4,453,U
Diciembre TOTAL,H4-R454,ARN-A004,ARNES DE BOTON DE LUCES 2 PUNTAS,entrada,10,Hoja 4,454,U
Diciembre TOTAL,H4-R455,ARN-A006,ARNES DE BOTON DE LUCES 4 PUNTAS,entrada,32,Hoja 4,455,U
Diciembre TOTAL,H4-R456,ARN-A005,ARNES DE BOTON DE LUSES 3 PUNTAS,entrada,17,Hoja 4,456,U
Diciembre TOTAL,H4-R457,ARN-,ARNES DE CALABERA DE WS150 WS175,entrada,15,Hoja 4,457,U
Diciembre TOTAL,H4-R458,ARN-027,ARNES DE DIRECCIOAL GS150 Y GTS175 DERECHO,entrada,4,Hoja 4,458,U
Diciembre TOTAL,H4-R459,ARN-026,ARNES DE DIRECCIOAL GS150 Y GTS175 IZQUIERDO,entrada,7,Hoja 4,459,U
Diciembre TOTAL,H4-R461,ARN-023,ARNES DE ESTOP DE DS150,entrada,3,Hoja 4,461,U
Diciembre 19,H4-R462,REM2164,ARNES DE ESTOP,salida,2,Hoja 4,462,N
Diciembre TOTAL,H4-R462,REM2164,ARNES DE ESTOP,entrada,5,Hoja 4,462,U
Diciembre 16,H4-R463,REM3367 A3367,ARNES DE STOP PARA DS150,salida,2,Hoja 4,463,H
Diciembre TOTAL,H4-R463,REM3367 A3367,ARNES DE STOP PARA DS150,entrada,1,Hoja 4,463,U
Diciembre TOTAL,H4-R464,ARN-041,ARNES DE FARO DE 150Z Y 170Z,entrada,3,Hoja 4,464,U
Diciembre TOTAL,H4-R466,2460REM y  A1153,ARNES DE FARO DE FT125 DE METAL,entrada,6,Hoja 4,466,U
Diciembre TOTAL,H4-R467,ARN-A001,ARNES DE FARO FT125,entrada,22,Hoja 4,467,U
